Activity_ID,SMILES,target_id,pchembl_value_Mean
AUOJOHFXEIGMEC_on_P14416_WT,CC(C)(C)OC(=O)NC1CCC(CCN2CCCN(c3cccc(Cl)c3Cl)CC2)CC1,P14416_WT,7.98
AUOXZICNYGBVPT_on_P14416_WT,Fc1ccccc1N1CCN(CCCCNc2ccc(-c3ccccc3)cn2)CC1,P14416_WT,8.6
AUQZROKGNYIFMG_on_P14416_WT,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2cc(F)c(F)cc2F)CC1,P14416_WT,6.16
AUVKPZIQUZLIFO_on_P14416_WT,O=C1CCc2ccccc2N1CCCCN1CCN(c2ccccc2)CC1,P14416_WT,5.95
AVHWSQKJWQBOIR_on_P14416_WT,O=S(=O)(NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1)c1ccc(F)cc1,P14416_WT,7.34
AVIOZEGAUFSOTR_on_P14416_WT,COc1ccc(Cl)cc1NC(=O)NC1CCC(N2CCN(c3ccccc3OC(C)C)CC2)CC1,P14416_WT,7.96
AVJAAHWPEDARHN_on_P14416_WT,O=C(CC1(O)CCC1)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,P14416_WT,6.39
AVKICTLBRHZUTM_on_P14416_WT,O=C1NCN(c2ccccc2)C12CCN(CCCCc1nc3ccccc3s1)CC2,P14416_WT,7.62
AVPWRHUUQUMMJK_on_P14416_WT,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1,P14416_WT,7.125
AVTONHYDPSFOLQ_on_P14416_WT,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1,P14416_WT,6.75
AVYIORKUKBQLOA_on_P14416_WT,COC(CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)OC,P14416_WT,5.86
AWAXPOLEGZALIG_on_P14416_WT,O=C(NC1CCN(Cc2ccc(C(F)(F)F)cc2)C1)c1cccc(-c2cccs2)c1,P14416_WT,5.89
AWFGXHAQIOOJCD_on_P14416_WT,O=C(c1ccc(F)cc1F)N1CCC(NCCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,P14416_WT,5.13
AWIYLVWAILOVMX_on_P14416_WT,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCOc1ccc(F)cc1,P14416_WT,7.66
AWJOAMPQOUEKCN_on_P14416_WT,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,P14416_WT,6.2
AWKDBQYMZZKKJX_on_P14416_WT,c1cnc(N2CCN(Cc3c[nH]c4ncccc34)CC2)nc1,P14416_WT,5.93
AWLLDUFWUOASGN_on_P14416_WT,N#Cc1cccc(N2CCN(CCCCNC(=O)c3ccc(-c4ccsc4)cc3)CC2)c1,P14416_WT,6.13
AWROKCIGUWAVRF_on_P14416_WT,CCCN1CCN(c2cccc(O)c2)CC1,P14416_WT,6.65
AWSNADYOKQXJRZ_on_P14416_WT,CN1CCC(c2nnc(SCCCN3CCC4(CC4c4ccc(C(F)(F)F)cc4)C3)n2C)CC1=O,P14416_WT,5.77
AWTSHTNAYPKBLJ_on_P14416_WT,O=C(CC1CCC1)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.52
AWYHXTJQEWRWOA_on_P14416_WT,Cc1cc(C)c2c(N)c(C(=O)NCCCN3CCC(O)(c4ccc(Cl)cc4)CC3)sc2n1,P14416_WT,5.77
AXDIUCNCCQGFAR_on_P14416_WT,O=C1CCc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,P14416_WT,8.02
AXDZGPVPBMNCMT_on_P14416_WT,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccccc1,P14416_WT,7.66
AXEPKFMEASEADG_on_P14416_WT,NC(=O)c1ccccc1OCCCNCCc1cn(Cc2ccccc2)c2ccccc12,P14416_WT,6.57
AXJMLTACSVSDBA_on_P14416_WT,CON=C(c1ccc(Cl)cc1)C(CNOC)CN1CCN(c2ccccn2)CC1,P14416_WT,6.79
AXOOPBWOJVOGHK_on_P14416_WT,O=C1NCc2ccc(OCCCN3CCN(c4cccc5cc(F)c(F)cc45)CC3)cc21,P14416_WT,7.99
AXPWNFAVTPIWHV_on_P14416_WT,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1c[nH]c2ccccc12,P14416_WT,7.135
AXXXFCGETBIMKI_on_P14416_WT,Cc1ccc(OCCCNCCOc2ccc(C)cc2)cc1,P14416_WT,6.56
AYAGATABYZSYEZ_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(N2CCCCC2)cc1,P14416_WT,6.46
AYASVQUVBANNHG_on_P14416_WT,COc1ccc(NCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,P14416_WT,5.12
AYDQEBMCUGUQLW_on_P14416_WT,Cn1c(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)CC2)nnc1-c1ccnnc1,P14416_WT,6.4
AYFPLBIYHZLNPS_on_P14416_WT,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5[nH]c(=O)oc45)CC3)cc2N1,P14416_WT,8.08
AYGLZYIWAZBQDC_on_P14416_WT,NC(=O)c1ccc2c(c1)CCOC2CCN1CC=C(c2c[nH]c3cc(F)ccc23)CC1,P14416_WT,8.33
AYKZPDMOUBNSMP_on_P14416_WT,N#Cc1ccc(CNC(=O)CCCCCN2CCN(c3ccc(F)cc3-c3ccc(C#N)cc3)CC2)cc1,P14416_WT,5.86
AYOYRQBAZIBAOY_on_P14416_WT,COc1ccccc1N1CCN(CCCOc2ccc3ccc(=O)[nH]c3c2)CC1,P14416_WT,8.59
AYPVCAPOVVHYNK_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1)C1CC1,P14416_WT,6.82
AYPZPRUFAPTKJJ_on_P14416_WT,CN(C)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,P14416_WT,7.5
AYQGEWALVNGKIC_on_P14416_WT,CC(C)=CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,P14416_WT,7.74
AYSGDGVMVFJUQY_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CCOCC1,P14416_WT,7.43
AYWOTTDSVNGTRT_on_P14416_WT,COc1ccccc1N1CCN(CCCCCCn2c(O)c3c(c2O)C2CCC3C2)CC1,P14416_WT,7.39
AYYCFGDXLUPJAQ_on_P14416_WT,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,P14416_WT,7.85
AYZRIKBBHZCKTA_on_P14416_WT,O=CC1=Cc2cn(S(=O)(=O)c3cccc4ccccc34)c3cccc(c23)O1,P14416_WT,5.29
AZAYZAMZAPQNBH_on_P14416_WT,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3c(Cl)cccc3Cl)c3ccccc32)CC1,P14416_WT,6.62
AZDUCQAJTYHBKO_on_P14416_WT,CCOC(=O)C1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,P14416_WT,7.23
AZFCGGUCEYWFCK_on_P14416_WT,CN1CCc2cccc3c2C1Cc1cccc(OS(=O)(=O)C(F)(F)F)c1-3,P14416_WT,6.71
AZFDKPLHCSQHQI_on_P14416_WT,COC1CCC(CC(=O)NC2CCC(CCN3CCC(c4cccc5c4OCO5)CC3)CC2)C1,P14416_WT,6.48
AZHWBKISPLORGA_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccc(C#N)cc3[nH]2)CC1,P14416_WT,6.8
AZJRPMAIBIEISW_on_P14416_WT,c1c2c(cc3c1CCC1NCCOC31)OCC2,P14416_WT,6.0
AZLZBFGPTAMGJG_on_P14416_WT,COc1ccccc1N1CC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)CC2)C1,P14416_WT,4.42
AZORJLGCYRQCSX_on_P14416_WT,O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(Cl)c1,P14416_WT,7.0
AZPBLAHLAZJEKV_on_P14416_WT,COc1cc2ccccc2cc1C(=O)OCC1CCN(Cc2ccccc2)CC1,P14416_WT,5.5
AZQFGKSDCVQAHH_on_P14416_WT,N#CCC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,P14416_WT,6.15
AZTUVZSKZZUSFU_on_P14416_WT,COc1ccccc1N1CCN(CC=CCNC(=O)c2ccc(OCCOCCF)cc2)CC1,P14416_WT,7.23
AZXRALDDIQIHKZ_on_P14416_WT,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(F)c21,P14416_WT,7.45
AZZXYTBUUQBLGH_on_P14416_WT,COc1ccc2c(c1)C1OCCN(CCCCNC(=O)c3ccc4ccccc4c3)C1CO2,P14416_WT,6.19
BADALEVDXACSLP_on_P14416_WT,CCN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CC3)CC1,P14416_WT,6.87
BADZIIJBCNPURN_on_P14416_WT,Cn1nccc1-c1nnc(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)n1C,P14416_WT,6.07
BAGJQDYWVPCFCU_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(I)ccc3o2)CC1,P14416_WT,7.4
BAIQIYFEFBFWGO_on_P14416_WT,CCCN(CCCCNC(=O)c1ccc2ccccc2c1)CC1CC1c1ccc(Cl)cc1,P14416_WT,5.34
BBDKMDPFSHNKJZ_on_P14416_WT,CCOCCOc1cccc(C(=O)NCCCN2CCN(c3ccccc3OC)CC2)c1,P14416_WT,6.71
BBIXFEYHANJCTO_on_P14416_WT,COc1ccccc1-c1cc2c(=O)n(CCN3CCN(c4ccccc4Cl)CC3)c(=O)[nH]c2[nH]1,P14416_WT,6.44
BBLSPFIVZYOCKM_on_P14416_WT,COC(=O)c1cc2c3c(ccc2[nH]1)OCC(CN1CCC(n2c(=O)[nH]c4ccccc42)CC1)O3,P14416_WT,8.17
BBOKZSYVAQYXBY_on_P14416_WT,CCOCCOCc1ccn2ncc(C(=O)NCCCN3CCN(c4ccccc4OC)CC3)c2c1,P14416_WT,7.335
BBXOOHQXEJHYOD_on_P14416_WT,C#CCOc1c(OC)cc2c3c1-c1cc(N)ccc1CC3N(C)CC2,P14416_WT,6.37
BCTUVZJFJIFLND_on_P14416_WT,Cn1c(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(CC(N)=O)cc1,P14416_WT,6.33
BDRBUIOJOVVPMF_on_P14416_WT,O=C1CCc2ccc(OCCCCN3CCC(c4cn(Cc5ccccc5)c5ccccc45)CC3)cc2N1,P14416_WT,8.32
BDTQXERMWTUQJI_on_P14416_WT,O=C(CCCN1CCc2ccccc2C1)c1ccc2[nH]c(O)cc2c1,P14416_WT,5.27
BDUVGZUKNGPFEZ_on_P14416_WT,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCC3)ccc1C2,P14416_WT,5.9
BETHXCLHMRGYBW_on_P14416_WT,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)C1)c1ccc(F)cc1,P14416_WT,6.8475
BETWUWMSXSUSED_on_P14416_WT,CC(=O)N1CCC(C)c2cc(F)cc(CCN3CCN(c4nsc5ccccc45)CC3)c21,P14416_WT,7.75
BEVNTRQRKQFZTA_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1COc2ccccc2C1,P14416_WT,6.24
BEYYMPWIMDYWDO_on_P14416_WT,CCOCCOc1ccn2ncc(C(=O)NCCCN3CCN(c4ccccc4OC)CC3)c2c1,P14416_WT,7.865
BFHHRFYYBLXMIN_on_P14416_WT,CCC(=O)NC1CCC(CCN2CCC(c3cccc4occc34)CC2)CC1,P14416_WT,7.04
BFHVQDBLFZYJPG_on_P14416_WT,COc1cccc(OC)c1-c1cccc2c1CCC(N(C)C)C2,P14416_WT,6.62
BFIOLCNMADQXRL_on_P14416_WT,CC(C)(C)C(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.42
BFLDMZUQHIXFAK_on_P14416_WT,COc1cc(CN2CCOCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,P14416_WT,8.59
BFNRVMJMTPNWFK_on_P14416_WT,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,P14416_WT,6.95
BFUWELKZXWVMDB_on_P14416_WT,O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(Cl)cc2)CC1,P14416_WT,6.47
BFYYVQSKMOOSPC_on_P14416_WT,CC(CNc1cncc(Cl)n1)N1CCN(c2ccccc2)CC1,P14416_WT,6.48
BGCTWVTVIOEIPP_on_P14416_WT,Cc1cccc(N2CCN(CCCCn3c(C)cn4c5c(=O)n(C)c(=O)n(C)c5nc34)CC2)c1C,P14416_WT,7.57
BGDWLXHOUQZPOK_on_P14416_WT,CN1CCOC2c3cc4c(cc3CCC21)CCO4,P14416_WT,6.4
BGJDVOKZOHLJPT_on_P14416_WT,c1ccc2c(c1)CCN(Cc1c[nH]c3ncccc13)C2,P14416_WT,6.19
BGJXBVUWLFEJNM_on_P14416_WT,Cn1c(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccccn1,P14416_WT,6.483333333333333
BGKKQDRMVVBUET_on_P14416_WT,CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1,P14416_WT,6.7
BGOQGUHWXBGXJW_on_P14416_WT,Oc1cc2c(cc1O)C1c3ccccc3CNC1CC2,P14416_WT,5.58
BGRFOPBDZYUOMJ_on_P14416_WT,Cn1c(SCCCN2CC3CCN(c4ccccc4)C3C2)nnc1C1CCOCC1,P14416_WT,6.466666666666666
BGXXETBYBGTKEP_on_P14416_WT,COc1ccccc1N1CCN(Cc2cn(CCOCCOCCF)nn2)CC1,P14416_WT,5.29
BGYJOXOWJPLJPB_on_P14416_WT,CN(C1CCN(CCOc2ccccc2-c2ccccc2)CC1)S(=O)(=O)c1ccccc1,P14416_WT,7.28
BHCGEYUCUMFGQX_on_P14416_WT,COc1ccccc1C(=O)NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1,P14416_WT,8.43
BHDBAXKIQHUACJ_on_P14416_WT,O=Cc1ccc(-c2ccc(C(=O)NC3CCN(Cc4ccccc4)C3)cc2)cc1,P14416_WT,5.43
BHMLBWLDIQFCIS_on_P14416_WT,Cc1cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)nc(C(F)(F)F)n1,P14416_WT,5.44
BHOHPRFNAQMPCI_on_P14416_WT,CC(C)(C)OC(=O)NCCN1CCC(O)(c2ccc(Cl)cc2)CC1,P14416_WT,5.56
BHOOKBSINOPLQS_on_P14416_WT,COc1ccccc1N1CCN(CCCN2CCN(C(=O)c3ccccc3)CC2)CC1,P14416_WT,6.58
BHTLDHJPBYJAPF_on_P14416_WT,CCOc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccc(F)cc3)C2=O)CC1,P14416_WT,6.9
BHUNVFVEHNURLZ_on_P14416_WT,CN1CCCc2ccccc2Cc2ccc(O)cc2CCC1,P14416_WT,6.42
BHVASJSYMURYLK_on_P14416_WT,C#Cc1cccc(C(=O)NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,P14416_WT,7.465
BHWFWVGETJBMKF_on_P14416_WT,CCCN1CCOC2c3cc4c(=O)[nH]ccc4cc3CCC21,P14416_WT,5.92
BIARYCFROFVWEW_on_P14416_WT,Fc1ccc(N2CCN(Cc3cn4ccccc4n3)CC2)cc1,P14416_WT,4.699999999999999
BIJSJQXDPUAQLO_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2C3CCC2CC(c2ccc(C(C)(C)C)cc2)C3)n1C,P14416_WT,6.4
BISVFNHMXVNVMG_on_P14416_WT,Oc1cccc(N2CCN(Cc3ccccc3)CC2)c1,P14416_WT,7.640000000000001
BJBRHHUYMNBENN_on_P14416_WT,CON=C(CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,P14416_WT,6.720000000000001
BJFLRBLSVACLLD_on_P14416_WT,O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1cc(F)ccc1F,P14416_WT,7.75
BJISURBWZYFXNY_on_P14416_WT,CN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,P14416_WT,7.51
BJMUZOAJZPCYCW_on_P14416_WT,Clc1cccc(OCCNCCCOc2ccccc2)c1,P14416_WT,7.66
BKCOTBJYDGSUFC_on_P14416_WT,Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)no3)CC2)cc1,P14416_WT,6.89
BKGCONUTJMJLTI_on_P14416_WT,CS(=O)(=O)c1ccc(C(=O)NC2CCC(CCN3CCC(c4coc5ccccc45)CC3)CC2)cc1,P14416_WT,7.1
BKHJHBMOHZNYEP_on_P14416_WT,FC(F)(F)c1nc2c(OCCNCc3ccccc3)cccc2[nH]1,P14416_WT,8.76
BKIDSLXJSKMVCJ_on_P14416_WT,COc1ccccc1N1CCN(CCCCOc2ccn3nc(CO)cc3c2)CC1,P14416_WT,8.23
BKLNFYXUBNZNOT_on_P14416_WT,COc1ccccc1N1CCN(CCCN2CCCc3ccccc3C2=O)CC1,P14416_WT,6.1
BKMRLPDOTVKGIM_on_P14416_WT,CN1CN(c2ccccc2)C2(CCN(Cc3csc4ccccc34)CC2)C1=O,P14416_WT,7.15
BKMZKOFYOHRYLE_on_P14416_WT,COc1ccccc1N1CCN(CCCc2cn(-c3ccc(SC)cc3)nn2)CC1,P14416_WT,7.36
BKNMXUNXXKWRNR_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCn3cc(C(F)(F)F)c(=O)[nH]c3=O)CC2)cc(C(F)(F)F)n1,P14416_WT,6.19
BKXQCWSMFGHWQZ_on_P14416_WT,CCCN(CCCCNC(=O)c1ccc(-c2ccccn2)cc1)CC1CC1c1cc(Cl)ccc1OC,P14416_WT,5.68
BKYLOINGTUMEIT_on_P14416_WT,N#CCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,P14416_WT,7.38
BLDRZOKSSGFKEP_on_P14416_WT,CC(C)c1ccccc1OCCN1CCC(N(CC2CC2)S(=O)(=O)c2cccc(F)c2)CC1,P14416_WT,7.82
BLGIUGAWFUDHOU_on_P14416_WT,CCCCC(Oc1cc(Cl)cc(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1,P14416_WT,6.57
BLMDJHOZZKURJN_on_P14416_WT,CC1(C)C2CCC13CCN(CCN1CCN(c4cccc(Cl)c4)C1=O)C3C2,P14416_WT,6.5
BLQLPPFWAKBJSW_on_P14416_WT,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cccnc1,P14416_WT,6.1
BLSFBNPNIDSZLC_on_P14416_WT,CN1CCN(c2nc(N)nc(CSc3ccccc3)n2)CC1,P14416_WT,6.13
BLTHFABFQPUZNT_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCn3cc(C(F)(F)F)ccc3=O)CC2)cc(C(F)(F)F)n1,P14416_WT,6.4
BLTZCNFSGZPIFQ_on_P14416_WT,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2ccsc2)cc1,P14416_WT,5.989999999999999
BLVKQYQCYGVTBD_on_P14416_WT,Clc1cccc(N2CCN(Cc3csc4ccccc34)CC2)c1Cl,P14416_WT,6.42
BLVMGNGXAWHZQW_on_P14416_WT,O=c1c(-c2ccccc2)c2ccccn2c(=O)n1CCCCN1CCCC(c2c[nH]c3ccccc23)C1,P14416_WT,4.75
BLYHMLQBDGWJOF_on_P14416_WT,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc3[nH]c(O)cc3c2C1,P14416_WT,7.04
BMCZTYDZHNTKPR_on_P14416_WT,COc1cc2c(cc1O)CCN1Cc3c(ccc(OC)c3OC)CC21,P14416_WT,7.37
BMFHZRZIYNLNCC_on_P14416_WT,O=S(=O)(NCC1CCN(CCOc2cccc(F)c2)CC1)c1cccs1,P14416_WT,5.97
BMFJFECGESTBHX_on_P14416_WT,CCC(C)Cc1cc2c(s1)CC1c3cc(O)c(OC)cc3CCN1C2,P14416_WT,7.54
BMLRTLPESFVXBM_on_P14416_WT,O=C(NCCCCN1CCN(c2ccccn2)CC1)c1cc2ccccc2cn1,P14416_WT,5.25
BMPOKXVXNLPKTD_on_P14416_WT,Clc1ccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5[nH]4)cc3)CC2)cc1,P14416_WT,6.06
BMTUNIXXDMVUOW_on_P14416_WT,c1ccc(CCc2ccccc2OCc2ccccc2)cc1,P14416_WT,5.3
BMWJZILSDWCGGS_on_P14416_WT,CN1CCC2CC(=O)C(=O)C3C(c4ccccc4)CC1C23,P14416_WT,7.89
BNGQWOSQOPVKCC_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(-n2cccn2)cc1,P14416_WT,6.32
BNPRQOXQGKPVTK_on_P14416_WT,O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccc(F)cc32)CC1,P14416_WT,7.85
BNQLJQAWDJNCDL_on_P14416_WT,CC(C)C(=O)Nc1cccc(C2CCN(Cc3ccc(Oc4ccccc4)cc3)CC2)c1,P14416_WT,6.92
BNTGVINQADRYBE_on_P14416_WT,CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Nc3cn4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)ccc4n3)cc2)CC1,P14416_WT,5.583333333333333
BOADXZOXJDNMTH_on_P14416_WT,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2cccc3ccccc23)CC1,P14416_WT,7.7
BODKZKXTTLFUIE_on_P14416_WT,O=C1c2cc(Cl)ccc2CC1CCN1CCN(c2ccccn2)CC1,P14416_WT,5.35
BOERTKKBWLOLLH_on_P14416_WT,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(Cl)c(Cl)c1,P14416_WT,7.82
BOVIKQWJNPOZRM_on_P14416_WT,c1ccc2c(c1)CCN1CCc3cccc4[nH]cc(c34)C21,P14416_WT,5.35
BPDDCCYSOYRMEC_on_P14416_WT,Fc1ccc(OCCCN2CCN(c3ccccn3)CC2)cc1,P14416_WT,6.73
BPHVHUHFXREQBY_on_P14416_WT,Clc1ccc(N2CCN(CCCc3cc4ccccc4o3)CC2)cc1,P14416_WT,5.7
BPNZNQGAIFMNES_on_P14416_WT,Oc1cccc(C2CCN(Cc3ccccc3)CC2)c1,P14416_WT,7.0
BPPQBAPLPIUPNT_on_P14416_WT,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)c(F)cc45)CC3)cc21,P14416_WT,8.09
BPQYPRDZEFGRKD_on_P14416_WT,Clc1cccc(N2CCN(Cc3cccs3)CC2)c1Cl,P14416_WT,5.81
BPVLKJSAFIGBKX_on_P14416_WT,Cc1cccc(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,P14416_WT,7.77
BPXIOWINQPQVOY_on_P14416_WT,CCN(CC)CCOc1ccccc1Cc1ccccc1,P14416_WT,5.69
BPXOVNRRDFBZBM_on_P14416_WT,Cn1c(N2CCOCC2)nc2c(CN3CCN(c4ccccc4)CC3)c[nH]c2c1=O,P14416_WT,6.05
BPZSYCZIITTYBL_on_P14416_WT,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,P14416_WT,4.89
BQBVMBGNTSPRNK_on_P14416_WT,Clc1ccccc1OCCNCCCOc1ccccc1,P14416_WT,6.95
BQDBCWZXPYWQGM_on_P14416_WT,O=S(=O)(NCC1CCN(CCOc2ccccc2-c2ccccc2)CC1)c1ccc(F)cc1,P14416_WT,7.34
BQDGJNNXKPPHKX_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)Nc2cccc(Cl)c2)CC1,P14416_WT,7.89
BQEDZLDNNBDKDS_on_P14416_WT,N#Cc1ccc(CNC(=O)CCCCCN2CCN(c3ccccc3-c3ccccc3)CC2)cc1,P14416_WT,6.734999999999999
BQGJUXXCNWSZIZ_on_P14416_WT,CS(=O)(=O)CC(=O)NC1CCC(CCN2CCC(c3cccc4occc34)CC2)CC1,P14416_WT,6.81
BQJVXLMFXRFJSZ_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(N3CCOCC3)cc2)CC1,P14416_WT,6.85
BQOUGDGGUWVLTD_on_P14416_WT,Cn1c(CN2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)nc2ccccc21,P14416_WT,5.3
BQPDOZCUUSRJDC_on_P14416_WT,CCCN1CC(OCCCCOc2ccc3c(c2)NC(=O)CC3)CC1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,P14416_WT,8.59
BQPNZSMRHBTJNY_on_P14416_WT,CCCN(CCCCNC(=O)c1ccc2ccccc2c1)CC1CC1c1ccc(F)cc1,P14416_WT,5.25
BQRCXSWHZYCROY_on_P14416_WT,O=S(=O)(NC1CCC(N2CCN(c3ccccc3OCC3CC3)CC2)CC1)c1cc(Cl)ccc1F,P14416_WT,6.37
BQTAJAHHYFXDDH_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,P14416_WT,7.55
BQVMXCPDBZKZLV_on_P14416_WT,C=CCN1CCC2CC(=O)C(=O)C3C(c4ccccc4)CC1C23,P14416_WT,7.8
BRANQVYSEMSFOV_on_P14416_WT,CC(C)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,P14416_WT,6.62
BRIOCOIJZTUXKM_on_P14416_WT,CC(=O)Nc1ccc(OCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,P14416_WT,6.78
BRSSDADOMRUGSY_on_P14416_WT,N#Cc1cc(N2CCN(CCC3CCC(NC(=O)CN)CC3)CC2)cc(C(F)(F)F)c1,P14416_WT,8.27
BSCIANYCCSTXPP_on_P14416_WT,O=S(=O)(NCCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1ccc(F)cc1,P14416_WT,8.46
BSDZATNMASVMIK_on_P14416_WT,COc1ccccc1N1CCN(Cc2cn3cc(C)cc(Br)c3n2)CC1,P14416_WT,6.720000000000001
BSICDIBRXJYNPB_on_P14416_WT,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(F)cc2)c2ccc(F)cc2)CC1,P14416_WT,7.314999999999999
BSIYFWFTDCENGZ_on_P14416_WT,O=C(NCC=CCN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCF)cc1,P14416_WT,7.42
BSOLCASXROXPRZ_on_P14416_WT,CN(C)CC1CC2c3ccccc3Sc3ccc(F)cc3C2O1,P14416_WT,8.3125
BSVRQWRWWJQETN_on_P14416_WT,CC(C)(C)c1cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)nc(C(C)(C)C)n1,P14416_WT,6.44
BSWBATABCUZHGT_on_P14416_WT,COc1ccccc1N1CCN(CCCCOc2ccc(-c3cn4cc(C)ccc4n3)cc2)CC1,P14416_WT,7.33
